ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.08079450427684,219.67426193471402,22210.613083285498,5.87504108812567,333.77577661081403,398.51770313875704,11.502315629592099,112.412210431817,2.99425920995786,0
6.78388846754153,193.653580601316,13677.106440586002,5.17145357337509,323.72866323328,477.85468725780294,15.056064094821501,66.396292946768,3.2500222292043706,0
6.01061757653359,184.558581742445,15940.573270538502,8.16522204084232,421.48608916713204,314.529813389964,20.314616737804602,83.70793779298941,4.86728740433126,1
8.09745377073177,218.992436141892,18112.2844465108,6.19694739393428,333.77577661081403,376.569803373333,17.7462635237124,59.90994087234571,4.2790824038059405,1
8.07261240298569,210.26977974935397,16843.363927406,8.7934586478294,359.516169330308,559.167573923131,17.2635760376227,68.73898910812221,5.08220624676456,0
6.552847474374981,198.80693965138303,34006.4207331358,8.691206175159941,274.90435120291903,477.163906779637,14.3696300902099,78.1730625863473,4.6879861552467,1
8.923980607738711,135.938467473627,27919.7706657531,12.3632848253101,333.77577661081403,415.62948376916,11.949913820916601,69.3148795788028,4.15558318952296,1
9.62472688627138,217.372779685458,25175.7541581942,9.88394551151824,329.174454098361,394.054835252827,20.2775714076305,85.8402577034819,2.6152574763442997,1
7.04654853701628,128.482517398641,30569.8105511719,4.44912263271162,281.724714495586,348.264590712341,15.1420055654203,58.157304314500294,2.86922610181966,1
8.13776788309249,203.86186733868698,24172.7033126078,6.84401762642223,305.832579687197,470.83626451802894,19.232961414138302,30.7084213003942,5.00382578620915,1
7.0823006491748,169.468927255577,29846.7190567121,5.44338688845976,350.401848981102,353.03038026857695,18.959534377575103,30.389096114304902,3.48557738822312,1
6.084360116189231,155.271425149495,27310.0608479416,7.81712917499438,333.77577661081403,436.988934408821,12.657512470315401,66.396292946768,4.29811091952729,1
7.08079450427684,167.104429616045,30362.683947904,9.99033219721896,362.261636072419,432.030709906129,9.97147640523406,94.9841012731818,3.34605706348342,1
5.716251354156211,184.22929497726102,19393.4698619376,5.299163636705599,290.27645455813,502.99368662344597,19.6438958556801,68.2363702796886,3.4331353847258197,1
5.82754121154277,191.00493039601503,25863.343244603,4.82383150549769,316.025512946158,370.357288212267,18.3618580640776,48.6581086223875,3.17912874134008,1
4.2275373859182,201.447486612308,13122.329581176002,6.93255793320363,374.843538345656,402.66077351917,22.823293103832,76.4694264840571,4.4796283142034605,0
7.08079450427684,253.149651197849,12037.7703855776,4.38435770685196,325.413247932043,422.3892918234129,13.168299231900802,40.052150647696294,3.39994549180128,0
4.15021429974536,174.926741170524,41489.6398141628,5.5698686581115195,333.77577661081403,425.25004649710195,12.5340087290849,86.6836345409844,3.5023708722064195,0
7.23353843548327,231.560832239394,16621.494788968703,6.0730409069883,333.77577661081403,475.821644859469,8.68871487331597,35.8339685295614,3.67901506777133,0
6.352973105397821,244.846716726234,13858.703935543,9.17944191487315,333.77577661081403,403.560482263033,12.520126136194,59.046993548815095,4.15549464001019,0
7.08079450427684,191.53163008477,12885.516912011999,6.979954608076549,328.600220933358,596.751025911266,13.447513114523801,50.756064317145004,2.3729247217580602,0
10.316400384553198,217.26684243344798,10676.5084754294,3.4455145710057495,397.75494597519304,492.206473617711,12.8127322075825,72.2819202157033,3.40734942842384,0
7.08079450427684,200.83989437834703,20743.3484042241,6.90598808116199,264.643533480982,450.361719643501,10.2091526055997,70.4956018283732,3.8089129537722095,0
6.44375366844506,196.615991623237,25740.4125907411,2.48437997724437,435.672764600756,352.35362276975303,16.9244186385848,33.051887705343496,4.49868493142861,1
6.01316096646112,218.84325608558999,21573.747571113898,9.295852000738961,321.16831321495397,444.276634959972,14.7443473664999,62.44323904691301,3.4556225409840695,0
6.64150068728097,198.884409466197,27867.486756939903,7.32772934529412,318.408397185988,573.7237622880181,13.1917196345858,81.5511139307462,4.694311215541651,0
7.08079450427684,172.214682801833,26653.764965717597,7.27168460648464,335.894456356063,510.02972475864505,13.809874030631699,85.3816815240401,4.49238744705117,1
5.08938779118269,147.995271056473,39659.8768980604,8.42487781836399,333.77577661081403,498.70088954331595,14.943584807552801,84.2542640389613,3.05404520067567,1
6.4678683016914995,236.694648088711,7656.41324825941,9.8409485538097,214.46083377454602,356.347841873805,14.412733586189198,54.641175534182,2.86106394257202,0
4.85010417140994,186.676175841407,32808.307503166296,7.496262512744349,293.75792693247,392.70049313777804,10.6307691484537,85.1579829704551,3.88538551813818,0
5.54197901930893,185.671873628579,20143.0652617551,10.236175974570001,209.47105843525298,517.935785524795,18.4640154128028,49.3713186634689,3.6729759831771296,1
8.858401531200471,254.617518664217,9624.30046211011,7.95401562709248,348.408194901641,344.30336252225896,7.9354677583322095,78.10854981556729,5.52572633812172,0
5.21898965148194,164.790991561766,27007.8869057916,6.5925169587744294,333.77577661081403,422.223801833467,14.070878980982899,73.9203196783212,4.38394255393601,0
7.6060668824174105,248.041453265299,14609.9768834681,6.35655506423398,322.35657189133303,275.317146042501,11.7060951930682,94.7752437833952,4.58147746002395,0
9.089421098422099,208.91472003929402,32238.0777824896,6.89501364471399,321.08046524060904,449.25997564535993,12.5146412557236,89.2130742942811,4.43011601625449,1
7.4998442319528795,210.985033673294,23707.4653042446,7.148518353215491,333.77577661081403,484.843339818472,18.081956598862604,52.9674690302926,4.45447667266155,0
4.73132007599374,230.93869346540902,15517.3911222287,6.614705131814589,333.77577661081403,384.806730251894,16.620932987040902,64.0382599816642,5.457892224487639,1
6.613709117641849,141.128921521431,25648.5694962574,7.22297155669755,295.236892115392,374.77031579625196,14.0382632568622,74.29924980115901,3.53977111137399,0
6.347020017898691,97.28090859780741,19743.1484164946,3.40268158996198,305.431236246243,502.919013229565,15.0940911518663,86.55416824334111,4.5263509388203405,1
5.28798280793493,245.023461116493,27733.713098892003,7.13506344164186,238.844003687538,464.07484993773807,13.452179490174698,55.642363169526206,3.31103400472082,0
6.64086280907727,215.060866943392,16488.0476559649,6.6423371692454,304.757433600432,507.12883333495597,11.9791568014547,18.0152723581614,4.708268601649441,1
6.539546127935389,215.445204444959,28979.767601081698,7.015365326271731,312.33547211945097,426.0834788162769,17.9500005569196,54.9838778504969,4.07640328733846,1
5.8497782853651605,229.93668686719602,27435.3065608162,6.57495758617877,277.033018933562,596.403215699568,14.908558310857599,67.64448382487471,3.64381588754156,0
6.692531669059861,200.40435093805598,37033.152091371696,4.727072323096889,280.844916211716,376.672794215643,12.4852569899167,57.8184837106709,2.94211536713842,1
7.764142610002179,186.132431885018,25926.075642581,8.011206635842331,333.77577661081403,399.13171794893907,22.8465291066108,35.2436783887442,4.10517826805614,0
8.15453151106527,168.098935385021,21361.1970528508,6.198843979858661,333.77577661081403,419.173311991147,12.3026685651898,59.8873670568396,2.46046486691484,1
6.039823242055419,164.026340331573,9943.63759853321,7.723304587478269,350.756260948511,374.794719379435,16.6684456207832,65.5426615940809,3.9237660749446897,0
7.95711351642942,199.10750483120498,20425.7664904328,8.17199484148156,380.07817320189497,333.156538160031,14.5378502029176,62.2463578708767,3.7298733005458495,0
6.7106335280149105,203.642916671879,23748.183992013703,6.7266640856597,342.44143347364104,455.96755799449403,15.8795485698047,63.6769524948898,3.8632869089931203,0
8.55107774771961,216.41593213399602,28909.2902841531,6.93678234145518,295.223706655189,510.8950007242991,16.2023714425128,79.859322859274,4.04637969004338,0
7.360640105838259,165.520797259529,32452.614409143902,7.55070090670411,326.624353455602,425.383419495387,15.5868104380331,78.7400156643048,3.66229178285246,0
7.37859701625866,175.982447109082,9460.32263533989,5.94101184813673,333.77577661081403,402.019944883844,15.639454764394,37.3894516193436,3.21521946320126,1
3.63717062535581,238.94374429692903,10102.4897202798,7.53219196599292,337.534425486879,509.150323301794,13.8184502534901,49.652834136859504,5.446565702616759,1
3.8412050380451697,186.91776546178502,19988.6492618691,7.174952251824629,333.77577661081403,483.33420934777,13.4228017575508,74.38170140421501,3.63563454270021,0
7.1977959915433,168.64097542167602,12763.267889422801,6.897594139847031,333.77577661081403,566.250693709544,12.4375709674175,65.7467173538412,3.84401328679506,0
6.707685556382789,199.28537429982498,17435.3402059762,6.80994505854743,333.77577661081403,454.73241001769,14.5872901569641,81.3784510700132,3.82266871453768,1
5.47080248440014,213.160478464322,18295.3709213929,6.0433954485275,333.77577661081403,317.948458624938,13.7892672365623,49.6424511932553,2.96285242903291,1
7.29603773390118,235.735192938613,36043.706637766096,5.1962127602175405,377.190665708766,385.614320690321,17.0527132573159,89.62355084319451,4.16852611762901,1
6.5710992165074895,207.741025014843,23372.8826536923,6.28019516213088,313.846972465543,497.90231984559,12.874804979031401,75.416710198462,4.555949236427071,0
7.08079450427684,220.552523602696,28135.076837958397,7.978098114405481,307.65245146884797,421.464253153056,17.532297836166197,86.84809787970059,3.56957026631762,0
9.002583109651109,202.990765271534,19523.1248646893,7.244753274494469,330.36151226897,366.491728659898,15.689404490512302,55.6973995213109,4.9048374147333,0
5.2269418842729,177.319603350881,28398.554196372403,6.29451739297904,336.292918454641,328.387429804213,18.4630947615794,62.075901989425,2.25955028864919,0
6.24611756517295,199.09897329297903,27001.3353191831,7.8080134571463,296.923625520641,478.745945300503,17.128023270048498,84.7989562538864,4.755158013341269,0
8.31002902004885,212.69827636661802,40936.1533912455,7.7033747431779895,301.25442171515203,365.43121248890196,12.971868960381999,70.4852505603091,4.77578492204091,0
